pill_cd,pill_nm,pill_mnf,pill_rv,pill_rvnum,pill_info
03032,루테인 오메가3 아스타잔틴 헤마토코쿠스,지엔엠,4.86,7,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
03033,오큐비전 50플러스,바슈롬,4.5,6,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
03034,슈퍼루테인 골든아이 큐,아이비팜,4.71,7,"*저녁, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
03035,퓨어 루테인 지아잔틴,고려은단,4.33,6,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03036,빌베리 루테인 비타민A,닥터브라이언,4.5,6,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03037,루테인 10mg with 지아잔틴,캘리포니아골드뉴트리션,4.17,6,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03038,하이뮨 루테인 지아잔틴 아스타잔틴 500mg,일동후디스,4.83,6,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03039,NCS 초임계 루테인,뉴트리코어,4.83,6,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03040,루테인 밸런스500,인테로,4.29,7,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03041,유어피엔티 눈건강,녹십자웰빙,4.5,6,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03042,루테인 아스타잔틴 헤마토코쿠스,메이플트리,5.0,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03043,웰메가 루테인,녹십자웰빙,4.4,5,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03044,와이즈 밀크씨슬 앤 루테인 플러스 9,비타민마을,4.6,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03045,원헌드레드 루테인 지아잔틴 아스타잔틴,메디타민,4.8,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
03046,비전 에센셜 플러스,유니시티,4.8,5,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 물과 함께 드세요"
03047,루테인 지아잔틴 164 메모리케어,뉴트리원,4.8,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03048,이너랩 루테인 지아잔틴,셀트리온스킨큐어,4.4,5,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
03049,리턴업 아이시안 루테인 지아잔틴,CJ제일제당,4.6,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03050,루테인 아스타잔틴+,바이오퍼블릭,3.8,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
03051,루테인 지아잔틴 164 리버케어,뉴트리원,4.8,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03052,뷰티아이 루테인,종근당,4.2,5,"*오전중, 식후*   하루에 1회, 1회당 1개씩 드세요"
03053,프리미엄 리얼메디 루테인 지아잔틴 아스타잔틴 플러스,중외제약,4.4,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03054,뉴트리디데이 루테인 지아잔틴 골드,뉴트리디데이,4.2,5,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03055,리턴업 아이시안 루테인+오메가3,CJ제일제당,4.4,5,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 물과 함께 드세요"
03056,루테인 20mg 위드 지아잔틴,퓨리탄프라이드,4.6,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03057,눈건강엔 루테인 아스타잔틴,종근당,4.2,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03058,루테인 20mg 120캡슐,내추럴팩터스,3.8,5,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
03059,오메가3 &amp; 루테인,인생,4.4,5,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 물과 함께 드세요"
03060,루테인 아스타잔틴,뉴트리웍스,4.4,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03061,오큐아레즈투엠,태준제약,4.33,6,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 2정씩 드세요"
03062,아이원 루테인지아잔틴 Q10,안국건강,5.0,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03063,아이클리어 루테인지아잔틴오메가3,종근당건강,4.6,5,"*언제든*   하루에 1회, 1회당 2캡슐씩 물과 함께 드세요"
03064,굿아이 비타민A E,동아제약,4.4,5,"*오전중, 식후*   하루에 1회, 1회당 1개씩 드세요"
03065,루테인-지아잔틴 맥스,나우푸드,4.0,5,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03066,뉴트리원라이프 아이맥스 루테인,뉴트리원,4.6,5,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03067,빌베리 앤 루테인,GNC,4.5,4,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
03068,리튠 아이,LG생활건강,3.5,4,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
03069,뉴오리진 루테인,유한양행,4.75,4,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03070,슈퍼파워 루테인 울트라,내츄럴365,4.75,4,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03071,리얼 루테인 알티지 오메가3,퍼니트,4.75,4,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
03072,루테인+베타카로틴,내추럴플러스,4.75,4,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03073,일양 루테인 지아잔틴 맥스,일양약품,3.75,4,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
03074,마이니 루테인지아잔틴,일동제약,5.0,4,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 1개씩 드세요"
03075,더블 스트렝스 루테인,나우푸드,4.75,4,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03076,아이케어 블루 루테인,일동제약,4.0,4,"*오전중, 식후*   하루에 1회, 1회당 1개씩 드세요"
03077,루테인 밀크씨슬,일양약품,4.5,4,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03078,트루비전,바이탈뷰티,4.75,4,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03079,하루 한 알 눈건강 루테인,대상웰라이프,4.75,4,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03080,뉴트리디데이 루테인 골드 파워,뉴트리디데이,4.75,4,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03081,명품 아이맥스,셀로맥스,5.0,4,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03082,브레인 프로덕티비티,누큐브,4.25,4,"*언제든*   하루에 1회, 1회당 2캡슐씩 드세요"
03083,초임계 알티지 오메가3 루테인지아잔틴24,내추럴플러스,4.25,4,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03084,눈 편한 에센셜,DSM,4.67,3,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 1캡슐씩 드세요"
03085,눈건강 루테인 지아잔틴 솔루션,닥터엘리자베스,3.67,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03086,닥터헬케 초임계 루테인 아스타잔틴,자연지애,5.0,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03087,루테인 6mg 위드 지아잔틴,퓨리탄프라이드,3.67,3,"*아침, 식후/점심, 식후*   하루에 최소 2회 - 최대 4회까지 1캡슐씩 드세요"
03088,누네존 루테인,일양약품,4.33,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03089,삼성 눈헬스케어,삼성제약헬스케어,3.67,3,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
03090,오큐시안,보령컨슈머헬스케어,4.33,3,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 물과 함께 드세요"
03091,눈건강 트리플케어,아워팜,4.67,3,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 물과 함께 드세요"
03092,슈퍼 루테인+오메가3 골드,홀라이프,5.0,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03093,아이 맥스,닥터브라이언,4.67,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
03094,눈에 좋은 루테인 아스타잔틴,SK케미칼,4.0,3,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03095,아이케어 루테인,로니웰,4.67,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03096,레이델 루테인 지아잔틴,레인보우앤네이처,4.67,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03097,VAP 아이마스터,내추럴라이프뉴트리션,3.33,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03098,브라이트루테인 플로라글로,일동제약,5.0,3,"*오전중, 식후*   하루에 1회, 1회당 1개씩 드세요"
03099,건조한 눈에는 오메가 루테인 아스타잔틴,비타민하우스,4.67,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03100,아이클리어 2.0 버전,종근당건강,4.33,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03101,슈퍼파워 엔초비 오메가3+루테인+비타민D,내츄럴365,4.33,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
03102,초임계 알티지 오메가3 루테인 지아잔틴 24,종근당,4.67,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03103,나눔 플로라글로 루테인,비타민엔젤스,5.0,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03104,메가 렉스 루테인20,뉴트리디데이,4.67,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03105,프리미엄 빌베리 10000 플러스 루테인 컴플렉스,네이처스패밀리,5.0,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
03106,베타카로틴 루테인,더리얼,5.0,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03107,맥스 루테인 프리미엄,대웅생명과학,3.67,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03108,아스타잔틴 루테인 트리플케어,엔젯오리진,5.0,3,"*아침, 식후/저녁, 식후*   하루에 2회, 1회당 1캡슐씩 드세요"
03109,프리미엄 빌베리 35000 + 루테인,하이웰,4.33,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03110,루테인 아이케어 구미,허벌랜드,5.0,3,"*아침/저녁*   하루에 2회, 1회당 2구미씩 씹어서 드세요"
03111,아이클리어 루테인 키즈,종근당건강,4.0,3,"*오전중, 식후*   하루에 1회, 1회당 2구미씩 씹어서 드세요"
03112,인생루테인 오메가3,레몬박스,5.0,3,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
03113,아이 프로텍터,퓨어시너지,5.0,3,"*오전중, 식후*   하루에 1회, 1회당 2정씩 드세요"
03114,눈건강 엔 루테인 프리미엄,닥터팜,4.33,3,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03115,루테인 오메가3 플러스6,메이플트리,4.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03116,슈퍼비젼 루테인 오메가3,힐링팩토리,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03117,CNL 루테인 밀크씨슬,일양약품,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03118,루테인 오메가 비타민A,내추럴플러스,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03119,애플트리김약사네 눈건강 365 루테인 아스타잔틴,팜스빌,4.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03120,미르안,새한제약,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03121,모비타 오큐메가3,메디포스트,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
03122,에이엘드림,엔큐엔에이,5.0,2,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 물과 함께 드세요"
03123,아이에센셜 플러스,아이러브아이센터,4.0,2,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 드세요"
03124,아이유 루테인지아잔틴 파워,유유제약,4.0,2,"*오전중, 식후*   하루에 1회, 1회당 2개씩 드세요"
03125,전립선건강 눈건강 파워솔루션,일양약품,4.5,2,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
03126,루테인 디펜스,블랙모어스,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
03127,셀파렉스 눈솔루션,동아제약,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1개씩 드세요"
03128,눈건강 간건강 프로젝트,일양약품,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03129,브이푸드 루테인 눈케어,한국야쿠르트,4.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03130,슈퍼루테인,네츄러리플러스,4.5,2,"*아침/저녁*   하루에 2회, 1회당 1캡슐씩 드세요"
03131,이팍스 루테인 오메가 플러스,홀푸드,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03132,카로플렉스 캡슐,셀메드,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
03133,브이푸드 아이브라이트 루테인 플러스,한국야쿠르트,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03134,뉴비전 아이케어 비타민C 포뮬러,뉴비전,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
03135,아이즈업 컴포트,대웅제약,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03136,울트라 루테인 아스타잔틴,노블,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03137,알티지 오메가3 간&amp;눈건강 포뮬라+,닥터엘리자베스,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
03138,더나은 루테인 아스타잔틴,더나은비타,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03139,하이뷰 아스타잔틴 루테인 620,엔젯오리진,3.5,2,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03140,풀비타 브라이트아이 루테인,올가홀푸드,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 물과 함께 드세요"
03141,굿아이 루테인 맥스,건국유업,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03142,비오틴 플러스 뷰티 5000mcg,나트롤,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
03143,스마트안,풀무원건강생활,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03144,건강한가 루테인 아스타잔틴,GC녹십자,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03145,눈에 좋은 초임계 루테인 아스타잔틴,팜엔탑,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03146,초임계 알티지 오메가3 &amp; 루테인 듀얼케어,뉴트라라이프,4.0,2,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
03147,더블 케어 루테인 밀크씨슬,로니웰,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03148,아이에버루테인,더헬스,5.0,2,"*언제든*   하루에 1회, 1회당 1캡슐씩 드세요"
03149,루테인 플러스 비타민 컴플렉스7,비타바움,4.0,2,"*언제든*   하루에 1회, 1회당 1병씩 드세요"
03150,비너지 루테인,휴럼,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03151,플로라 루테인 에센스,담백하루,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03152,루테인 빌베리 50000,헬스윈,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03153,루테인 비전 어드밴스드,블랙모어스,4.0,2,"*오전중, 식후*   하루에 1회, 1회당 1정씩 드세요"
03154,눈에 좋은 아이팜 루테인,종근당건강,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03155,올레아 루테인 오메가3,아주약품,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03156,유한m 슈퍼 닥터 루테인,유한메디카,4.0,2,"*언제든, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03157,히알루론산 플러스,유티오리,3.5,2,"*자기전*   하루에 1회, 1회당 2정씩 드세요"
03158,유한m 뷰라이트 루테인,유한메디카,3.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03159,루테인 알티지오메가3,내추럴플러스,4.5,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 물과 함께 드세요"
03160,눈건강엔 비건 루테인,우주창고,5.0,2,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03161,눈에 좋은 루테인 골드,한미헬스케어,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03162,이츠코어 루테인 지아잔틴 알파,뉴트리,4.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03163,루테인 베타카로틴 비타민A 비타민E 아연복합제,요호,4.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03164,눈 건강 루테인,데일리원,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 1포씩 드세요"
03165,메가헬퍼 루테인아스타잔틴 트리플아이,메가크루,4.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03166,그린라이프 오메가3 아이플러스,영진약품,3.0,1,"*오전중, 식후*   하루에 1회, 1회당 2캡슐씩 드세요"
03167,이너셋 눈건강 루테인 아스타잔틴,휴온스내추럴,5.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
03168,누네존 트리플케어,일양약품,4.0,1,"*오전중, 식후*   하루에 1회, 1회당 1캡슐씩 드세요"
